title,question,expected_answer,generated_answer,is_similar
Hindu_philosophy,"According to a school of Vedanta, what is all reality?",Brahman,"['According to a school of Vedanta, all reality is viewed as Brahman, which is considered the ultimate, unchanging reality that underlies the universe. Brahman is often described as infinite, eternal, and the source of all existence, encompassing everything in the universe. In Vedanta, individual souls (Atman) are ultimately considered to be identical to Brahman, leading to the teaching that realizing this unity is essential for liberation (moksha).']",8
51st_state,What percentage of voters rejected the status of territory?,54 percent,['67.7% of voters rejected the status of territory in the Saar Statute referendum.'],0
On_the_Origin_of_Species,What was chapter VII entitled?,Miscellaneous objections,"['The provided contexts do not contain specific information about a ""Chapter VII"" or its title. Therefore, I cannot provide an answer regarding the title of Chapter VII based on the given text. If you have more specific information or context about Chapter VII, please provide it, and I will do my best to assist you.']",0
Arena_Football_League,When was free agency scheduled to begin after the delay?,December 11,['Free agency was scheduled to begin on December 11 after the delay.'],7
Frédéric_Chopin,"Who said Chopin's works were modeled after Bach, Beethoven, Schubert and Field?",Richard Taruskin,"[""The answer is not explicitly stated in the provided context. However, it is known from music history that many scholars and musicians have recognized the influence of composers like Bach, Beethoven, Schubert, and Field on Chopin's works. If you are looking for a specific individual who made that statement, more context or a specific reference would be needed to identify them.""]",0
Szlachta,WHo would pay for expenses during travels or the royal courts?,the king and the court,"[""Typically, the expenses for travels and the royal courts would be covered by the government or the monarchy's own funds. In the context given, it can be inferred that the government of India, during the colonial period, would have borne the costs related to royal visits. However, due to rising Indian nationalism, the perceived burden on the Indian government was a factor that influenced decisions regarding overseas tours, as seen in the example of King George VI and Queen's tours being conducted to places like France and North America instead.""]",0
Hellenistic_period,What years were the Roman–Parthian Wars?,66 BC – 217 AD,"['The Roman–Parthian Wars occurred primarily between 66 BC and AD 217. These conflicts spanned several distinct military confrontations between the Roman Republic and the Parthian Empire, involving control over territories in the Near East.']",8
Adult_contemporary_music,At the end of what decade did the Hot 100 and Easy Listening charts begin to converge?,1960s,['The Hot 100 and Easy Listening charts began to converge at the end of the 1960s.'],7
The_Legend_of_Zelda:_Twilight_Princess,When were track versions of the game's sountrack released?,"November 19, 2006","[""The track versions of the game's soundtrack were released on November 19, 2006.""]",10
Capital_punishment_in_the_United_States,In what year did the American Law Institute change their mind about their contribution on the death penalty to the Model Penal Code?,2009,['The American Law Institute changed their mind about their contribution on the death penalty to the Model Penal Code in October 2009.'],5
Mexico_City,How many days a week does the city encourage people to go without a car?,two days,"['The context does not provide specific information about a city encouraging people to go without a car on particular days of the week. Therefore, based on the given information, I cannot determine how many days a week the city encourages people to go without a car.']",0
Association_football,In what year did an incident help introduce added time?,1891,['The incident that helped introduce added time occurred in 1891.'],7
Egypt,Who took control of Egypt in 525 BC?,Achaemenid Persians,"['Cambyses II, the powerful Achaemenid Persian ruler, took control of Egypt in 525 BC.']",7
Buddhism,"According to Genshin, who has the power to destroy karma?",Amitābha,"['According to Genshin, Amitābha has the power to destroy the karma that would otherwise bind one in saṃsāra.']",2
Mary_(mother_of_Jesus),Who was Aaron's wife?,Elisheba,"['The provided contexts do not mention anyone named Aaron or his wife. Therefore, it is not possible to answer the question based on the information given. If you have a different context or more specific information about Aaron, please provide it and I’d be happy to help!']",0
Clothing,What habitat is the body louse specific to?,clothing,"['The body louse is specific to the habitat of humans, as it infests human clothing and is found on the human body.']",3
Korean_War,What two areas was Korea divided into?,Soviet and U.S. occupation zones,"['Korea was divided into two areas: the northern area occupied by the Soviet Union and the southern area occupied by the United States, specifically along the 38th parallel.']",9
Queen_Victoria,"In 1889, what was Victoria the first reining monarch from Britian to do?",set foot in Spain,"['In 1889, Queen Victoria became the first reigning monarch from Britain to travel to the Indian subcontinent, specifically visiting the British Raj, where she was formally crowned Empress of India during the Durbar held in Delhi.']",0
Boston,Most of the city lies in which USDA plant hardiness zone?,6b,['Most of the city lies in USDA Plant Hardiness Zone 7b.'],3
Karl_Popper,How did Popper feel about Marxism after only a short time associating with other Marxists?,disillusioned,"['After a short time associating with Marxists, Karl Popper quickly became disillusioned with Marxism. His experiences, particularly witnessing violence during a riot caused by Communists, led him to reject the ideology. He criticized Marxist historicism, which he believed was associated with questionable means and a dangerous prioritization of equality over freedom. Ultimately, he abandoned Marxism and aligned himself with social liberalism, viewing the ideology as flawed and pseudo-scientific.']",8
Saint_Barth%C3%A9lemy,What did the native peoples of Saint-Barthélemy call the island?,Ouanalao,"['The native peoples of Saint-Barthélemy, specifically the Arawaks and Caribs, referred to the island as ""Ouanalao.""']",8
Strasbourg,The traffic coming west of the city is from where?,unité urbaine,"['The traffic coming west of the city is from the area commonly referred to as ""west of"" Tucson or ""Old West Tucson."" This area includes a combination of urban and suburban development and is generally defined as the area west of I-10 in Tucson, Arizona.']",0
Southeast_Asia,The Indian influence is evident in which country through the Tamil migrants?,Singapore,['The Indian influence is evident in Myanmar through the Tamil migrants.'],0
House_music,what record labels helped popularize house music?,Trax Records and DJ International Records,"['The context provided does not specify specific record labels that helped popularize house music. However, it is widely recognized that labels such as Trax Records, DJ International Records, and Def Mix Productions played significant roles in the emergence and popularity of house music in the 1980s. Additionally, labels like Strictly Rhythm and Underground Resistance are also noted for their contributions to the house music scene.']",8
Premier_League,How many games did BT show in 2013-16?,BT had been awarded 38 games a season for the 2013–14 through 2015–16 seasons at £246 million-a-year.,['BT showed 38 games per season from 2013-14 through 2015-16.'],7
FC_Barcelona,When did Barcelona win the Spanish League?,23 June 1929,"[""The context provided does not contain specific information about when Barcelona won the Spanish League. Therefore, I cannot provide a direct answer to that question based on the information available. However, notable events in Barcelona's history indicate they have won the league multiple times, with their recent success primarily occurring in the 2000s and 2010s. For a precise answer, I would recommend checking official sports records or statistics.""]",0
Catalan_language,What does this imply the use an extra group of pronouns for?,formality,"['This implies the use of an extra group of pronouns for expressing politeness, as indicated by the T–V distinction in Catalan pronouns. In this context, T refers to the informal ""tu"" form, while V refers to the formal ""vostè"" form, indicating different levels of formality in addressing someone.']",7
Greece,What three countries sent their Navy to Greece?,"Russia, the United Kingdom and France","['The three countries that sent their Navy to Greece were Britain, France, and Russia.']",10
Roman_Republic,After what war did the alliances start to solidify?,Second Punic War,"[""The alliances started to solidify after the Seven Years' War.""]",0
Molotov%E2%80%93Ribbentrop_Pact,How long after the annexation of Kresy was the amendment made?,Eleven days,"['The context provided does not specify the exact date of the annexation of Kresy or the date of the amendment referred to. However, it does mention various historical events following World War II, including the partitioning of territories and changes in governance that could be related to East Prussia and other regions affected. \n\nTo provide an accurate answer, one would need to know the specific dates of the annexation of Kresy (which took place during and after World War II, particularly noted during the territorial changes in 1945) and the specific date of the constitutional amendment mentioned in the context (which is not clearly indicated).\n\nGiven the information provided and without more specific dates, I cannot definitively answer how long after the annexation of Kresy the amendment was made. More details or historical context would be necessary to provide an accurate timeline.']",0
Labour_Party_(UK),When did Labour publish a new draft manifesto?,1996,"['The Labour Party published a new draft manifesto in 1996, which was titled ""New Labour, New Life For Britain.""']",3
General_Electric,Which city was the home of GE's first headquarters?,Schenectady,"[""The context provided does not mention General Electric's (GE) first headquarters or the city where it was located. However, General Electric was originally founded in Schenectady, New York.""]",8
Lighting,What kind of tube are the movie theaters lights enclosed in?,translucent tube,"['The text does not provide information specifically about the type of tubes used to enclose movie theater lights. Therefore, the answer cannot be derived from the provided context.']",0
Frédéric_Chopin,What year was Chopin born?,1810,['Chopin was born in the year 1810.'],7
Hunting,Approximately how many sport hunters applied for hunting licences in recent years?,"12,000","['The provided context does not mention the number of sport hunters who applied for hunting licenses in recent years. Therefore, I cannot provide an answer based on the given information.']",0
"Tucson,_Arizona",When does El Tour de Tucson happen?,in November on the Saturday before Thanksgiving,['El Tour de Tucson happens in November on the Saturday before Thanksgiving.'],10
List_of_numbered_streets_in_Manhattan,What name did 3rd Street previously hold?,Amity Place,"['The provided contexts do not mention the previous name of 3rd Street. Therefore, it is not possible to answer the question based on the given information.']",0
Houston,What city is the most diverse in Texas?,Houston,"['The context provided does not specifically mention which city is the most diverse in Texas. However, based on commonly known information, Houston is often considered the most diverse city in Texas, with a significant population of various ethnicities and cultures.']",8
God,How does Alvin Plantinga describe faith?,"""properly basic""","[""The provided context does not contain information specifically about Alvin Plantinga's description of faith. Based on what is widely known about Plantinga's views, he argues that faith is a belief system that can be rational and justified, even if not based solely on empirical evidence. He emphasizes the importance of religious experience and the relationship between faith and reason, suggesting that belief in God can be warranted even without direct evidence. However, to provide a precise answer regarding how Plantinga specifically describes faith, one would need to refer to his works directly.""]",3
Prime_number,What is the name of one algebraic generalization prime numbers have inspired?,"['prime elements', 'prime ideals']","['The algebraic generalization that prime numbers have inspired is known as ""prime ideal.""']",3
Super_Nintendo_Entertainment_System,Where was the Super Game Boy 2 released?,Japan,['The Super Game Boy 2 was released in Japan.'],3
Capacitor,What device can be used to discharge large voltage capacitors?,a Brinkley stick,"['A device that can be used to discharge large voltage capacitors is a resistor known as a ""bleeder resistor,"" or it can also be a dedicated capacitor discharge tool designed for safely discharging capacitors. These devices allow the stored energy in the capacitor to be released in a controlled manner, reducing the risk of shock or damage.']",0
Mexico_City,Where is the house that Leon Trotsky was murdered?,Coyoacán,"['Leon Trotsky was murdered in Mexico City, Mexico. Specifically, he was assassinated at his home in the Coyoacán neighborhood on August 20, 1940.']",8
University_of_Kansas,What is the name of an online resource that was created into provide a resource about KU?,KUpedia,"['The online resource created to provide information about the University of Kansas (KU) is called ""NewsOK.com,"" which serves as the Oklahoman\'s online presence.']",0
Nintendo_Entertainment_System,What was installed on the front of the console so the joystick could be used?,15-pin expansion port,"['The Super Advantage, an arcade-style joystick, was installed on the front of the console to allow for its use with the SNES.']",0
Saint_Helena,Who gave up calling at the island due to attacks on their shipping?,The Portuguese and Spanish,['The French gave up calling at the island due to attacks on their shipping.'],0
Dog,How many people in the United States are said to own dog?,77.5 million,"['The provided context does not contain any information regarding the number of people in the United States who own dogs. Therefore, based on the information at hand, I cannot provide an answer to that question.']",0
Bermuda,Why is there a debate as to dubbing the diamondback terrapin the oldest indigenous land vertebrate?,this species spends most of its time in brackish ponds,"['The debate regarding whether the diamondback terrapin should be dubbed the oldest indigenous land vertebrate revolves around the complexities of evolutionary lineage, classification, and the distinction between indigenous and ancient species. While the terrapin is considered a significant representative of ancient land vertebrates, the interpretation of its status is influenced by varying definitions of ""indigenous"" and ""oldest."" Furthermore, ongoing research in evolutionary biology and paleontology continues to yield new findings about ancestral species and their relationships, sometimes challenging established classifications. As a result, experts may have differing views on the terrapin\'s classification, contributing to the ongoing debate.']",0
Hunter-gatherer,What has been humans' best adaptation in food production?,Hunting and gathering,"[""Humans' best adaptation in food production has been the transition from hunting and gathering to agriculture, which allowed for the domestication of plants and animals. This shift enabled more stable food sources, supported larger populations, and contributed to the development of complex societies and the first forms of government. While hunting and gathering was the initial subsistence strategy, the advancement in agricultural practices and the adoption of sedentary lifestyles marked a significant turning point in human history and food production efficiency.""]",3
Arsenal_F.C.,What has the color of the Arsenal  home shirts been?,bright red,['The color of the Arsenal home shirts has been predominantly red.'],3
Bermuda,"What is the Olympic tradition for Bermuda, regardless of season?",march in the Opening Ceremony in Bermuda shorts,"[""The Olympic tradition for Bermuda, irrespective of the season, is primarily marked by its participation in the Olympic Games. Bermuda has a history of competing in the Olympics and has won medals in sports such as sailing and boxing. The island's athletes are recognized for their contributions and efforts in representing Bermuda at international sporting events, including the Summer Olympics. Additionally, Bermuda's unique cultural heritage and coastal environment often influence its sporting pursuits, particularly in water sports.""]",2
San_Diego,Who did Inzunza and Zucche accept money from?,a strip club owner and his associates,['Inzunza and Zucchet accepted campaign contributions from a strip club owner and his associates.'],7
Film_speed,What is denoted when the specified contrast condition is met?,"The exposure Hm, in lux-s","['The exposure Hm, in lux-s, is denoted when the specified contrast condition is met.']",7
Supreme_court,What document grants the Philippines Supreme Court the right of judicial review?,1987 Philippine Constitution,"['The document that grants the Philippines Supreme Court the right of judicial review is the 1987 Philippine Constitution. Specifically, Article VIII, Section 1 of the Constitution states that the Supreme Court is the final arbiter of all legal questions and possesses the power of judicial review to determine the constitutionality of laws and executive orders.']",9
Westminster_Abbey,What did changing the status of the abbey create?,the Diocese of Westminster,"['Changing the status of the abbey to that of a cathedral by Henry VIII in 1540 created a means of sparing it from the destruction or dissolution that affected most English abbeys during that period. It also established the abbey as the seat of the Diocese of Westminster, granting it a significant ecclesiastical status and allowing it to continue operating as a place of worship and royal significance.']",7
Beer,In which century were hops first widely cultivated for making beer?,the thirteenth century,['Hops were first widely cultivated for making beer in the 9th century.'],0
United_States_dollar,"How did the word ""taler"" translate into Italian?",tallero,"['The word ""taler"" translates into Italian as ""tallero.""']",8
"Ann_Arbor,_Michigan",Which districts compose mostly of 2-4 story structures?,commercial districts,"['The contexts provided do not specify any districts that are primarily composed of 2-4 story structures. However, it can generally be inferred that certain residential areas or neighborhoods in urban environments often have a mix of low-rise buildings, which may include 2-4 story structures. In cities like New York and Miami, neighborhoods with older housing stock or those designated for preservation may typically feature such buildings. For a more precise answer, information regarding specific districts or neighborhoods within a city would be needed.']",2
Slavs,Who uses the Cyrillic alphabet?,The Orthodox,"['The Cyrillic alphabet is used primarily by various Slavic languages, such as Russian, Bulgarian, Serbian, and Ukrainian. Additionally, it is used for some non-Slavic languages, including Mongolian, Kazakh, and Kyrgyz. The alphabet was originally developed in the First Bulgarian Empire and has been adapted for numerous languages across Eastern Europe and Central Asia.']",0
Boston,Lots of older buildings are supported by what?,wooden piles,"['Many older buildings are supported by load-bearing walls, which are structural elements that carry and distribute the weight of the roof and upper floors down to the foundation. In the case of medieval and early modern architecture, these buildings often utilized thick stone or brick walls as primary support systems. Additionally, some buildings, particularly from the late 19th and early 20th centuries, began to incorporate steel framing, which allowed for taller structures and larger open spaces without the need for extensive load-bearing walls.']",0
Gamal_Abdel_Nasser,"What did the UK, France and Israel intend to do to Nasser?",topple,"['The UK, France, and Israel intended to intervene militarily against Nasser in order to regain control of the Suez Canal after he nationalized it. They colluded to engineer an Israeli attack on Egypt, which would provide Britain and France with an excuse to intervene and attempt to retake the canal.']",3
Palermo,What types of churches attract tourists to Palermo?,"Romanesque, Gothic and Baroque","[""Tourists are attracted to Palermo by its numerous historic churches, which showcase a variety of architectural styles and cultural influences. Notable types of churches include:\n\n1. **Norman Churches** - These often feature a blend of Romanesque and Byzantine architecture, such as the famous Palatine Chapel within the Norman Palace.\n\n2. **Baroque Churches** - The city is home to many church buildings that exemplify the Baroque style, known for its ornate decorations and dramatic works of art.\n\n3. **Arab-Norman Churches** - Reflecting Palermo's historical ties to Arab culture, these churches often combine Islamic architectural elements with Christian design.\n\n4. **Gothic Churches** - These churches are characterized by pointed arches, ribbed vaults, and flying buttresses, showcasing the influence of medieval architecture.\n\n5. **Catholic Churches** - As the most prevalent religion in the area, many beautiful Catholic churches attract visitors for their historical significance and artistic heritage.\n\nOverall, the diverse architectural styles and rich histories of these churches make them key attractions for tourists in Palermo.""]",7
Financial_crisis_of_2007%E2%80%9308,What is an example of a product Wall Street invented to answer the demand for income generating investments?,mortgage-backed security,['An example of a product Wall Street invented to answer the demand for income generating investments is the mortgage-backed security (MBS).'],8
Translation,What title did Georgius Gemistus Pletho carry?,Byzantine scholar,['Georgius Gemistus Pletho was a Neoplatonist philosopher.'],3
"Fresno,_California",How many total acres is Woodward Park?,"['300 acres', '300']","['The context provided does not contain any information regarding the total acres of Woodward Park. Therefore, I am unable to answer that question based on the given information.']",0
Slavs,When were Slavic languages recognized as Indo-European?,As early as 1833,"['Slavic languages were recognized as part of the Indo-European language family in the early 19th century, particularly after the work of linguists such as Rasmus Rask and Franz Bopp, who contributed to the comparative method used in historical linguistics. Their analyses demonstrated the relationships between Slavic languages and other Indo-European languages, confirming their classification within the broader Indo-European family.']",3
BBC_Television,What character was featured in the cartoon aired the day BBC broadcasting was restored?,Mickey Mouse,"['The context provided does not contain specific information regarding a character featured in a cartoon aired the day BBC broadcasting was restored. Therefore, I cannot provide an answer based on the available information.']",0
Flowering_plant,What is it the function of the flower to ensure fertilization of?,the ovule,"['The function of the flower is to ensure the fertilization of plant ovules, which involves facilitating pollination typically by attracting specific pollinators such as insects, bats, or birds. The specialized structures of flowers promote the transfer of pollen to the stigma, leading to the fertilization of the ovules and subsequent seed development.']",3
Seattle,How often is the Seattle Poetry festival held?,biennial,"['The provided context does not mention a Seattle Poetry festival specifically, nor does it provide information regarding the frequency of such an event. Therefore, I cannot determine how often the Seattle Poetry festival is held based on the given context.']",0
USB,"In all cases, both host-to-device and device-to-host configurations are what?",supported,"['In all cases, both host-to-device and device-to-host configurations are connection-oriented.']",0
Steven_Spielberg,When was Jaws released?,1975,"['Jaws was released on June 20, 1975.']",8
Yuan_dynasty,Who would have been the lowest-ranked class?,"['Han Chinese', 'the Han Chinese']","['The lowest-ranked class would likely be those classified as ""Black"" in the context of the racial classifications mentioned in the second context. The descriptions of social dynamics and racial classifications suggest that individuals perceived as ""preto"" (black) continued to be classified as black regardless of their wealth or social status, indicating a system of social stratification that placed them at a lower rank in society.']",0
Queen_Victoria,What was the name of Victoria's King Charles Spaniel?,Dash,"['The name of Queen Victoria\'s King Charles Spaniel was ""Dash.""']",8
Canadian_Armed_Forces,What do the Canadian Rangers safekeep?,Canada's exercise of sovereignty over its northern territory,"['The Canadian Rangers safekeep the sovereignty of Canada, particularly in remote and coastal regions, through their roles in community service, and they also play a critical part in search and rescue operations and local intelligence gathering. Additionally, they contribute to the preservation of Canadian heritage and assist in maintaining peace and security in their communities.']",6
Pitch_(music),Octaves in linear pitch are what size?,12,"['Octaves in linear pitch are typically represented as a doubling of frequency. In a linear scale, each octave corresponds to a doubling of the frequency of a given pitch. For example, if a note has a frequency of 440 Hz (which is the pitch of A4), the note an octave higher (A5) would have a frequency of 880 Hz, and the note an octave lower (A3) would have a frequency of 220 Hz. Therefore, octaves increase in size (frequency) by a factor of two.']",0
Wood,"Along with fatty acids, what kind of acids are in the extractives in wood?",resin,"['The extractives in wood contain various types of acids, including lignin, which can degrade into acids such as formic acid, acetic acid, lactic acid, and oxalic acid.']",0
Dissolution_of_the_Soviet_Union,What position did Konayev hold in Kazakhstan prior to his removal?,First Secretary of the Communist Party,"['The provided contexts do not include information regarding Konayev or his position in Kazakhstan prior to his removal. Therefore, I cannot answer the question based on the given data.']",0
Chinese_characters,What has standardized character forms?,Chinese characters,"['Standardized character forms have been established for various regions that use Chinese characters, including Taiwan, Mainland China, Japan, and South Korea. Each of these regions has developed its own standards, such as the Standard Form of National Characters in Taiwan, the simplified Chinese characters in Mainland China, and the jōyō kanji in Japan. Additionally, each region has its own standardized stroke orders for writing these characters.']",3
Northwestern_University,Where did actor Warren Beatty attend school?,Northwestern's School of Communication,['Warren Beatty attended Northwestern University.'],2
Antenna_(radio),What is also increased along with the antenna's height?,lobes,"[""The antenna's impedance is affected by its height, and specifically, when the antenna's height is increased, it can change the phase of the reflected wave relative to the currents in the antenna, impacting the impedance at the feedpoint. Higher antenna height can also influence its radiation pattern and the bandwidth over which its performance remains adequate.""]",0
Chicago_Cubs,How long were the Cubs ran under the Wrigley family?,6 decades,"['The Cubs were under the Wrigley family for 6 decades, specifically from 1921 until they were purchased by the Tribune Company in 1981.']",8
Central_African_Republic,What agreement gave the authority for deployment of military intervention?,The Bangui Agreements,"['The Authorization for Use of Military Force Against Terrorists (AUMF), made law on 14 September 2001, granted the authority for the deployment of military intervention.']",0
Ctenophora,How does cooling of the local environment affect the mnemiopsis?,"[""significantly slowed the animal's metabolism"", ""slowed the animal's metabolism""]","['The cooling of the local climate from 1991 to 1993 significantly slowed the metabolism of the Mnemiopsis leidyi ctenophore populations. This reduction in metabolic rate helped to bring their abundance under control, suggesting that temperature plays a critical role in regulating their population dynamics.']",7
1973_oil_crisis,Which country is a traditional ally of Israel?,"['The UK', 'UK']",['The United Kingdom (UK) is a traditional ally of Israel.'],2
American_Idol,Which contestant had a fiancé that had suffered brain damage?,Chris Medina,['The contestant who had a fiancé that suffered brain damage was Crystal Bowersox.'],0
2008_Sichuan_earthquake,How did the USGS rate the earthquake?,very disastrous,"['The USGS released a California Earthquake forecast that models earthquake occurrence in California. However, specific ratings for particular earthquakes are not detailed in the provided context. For instance, the 1994 Northridge earthquake is noted to have a magnitude of 6.7. The USGS typically rates earthquakes based on their moment magnitude scale (Mw), which measures the energy released at the source of the earthquake.']",2
Super_Nintendo_Entertainment_System,How much data do the smallest SNES games use?,2 Mbit,['The smallest SNES games contain only 2 Mbit of ROM data.'],7
Cyprus,Which Turkish Cypriot writer has been nominated for the Nobel Prize in literature twice?,Osman Türkay,['The Turkish Cypriot writer who has been nominated for the Nobel Prize in Literature twice is M.O. (Mehmet Ali) Kısakürek.'],0
Professional_wrestling,What move did Tazz make popular?,Tazzmission,"['Tazz made the ""Tazzmission"" move popular, which is a version of the Dragon Sleeper submission hold.']",7
Beer,Who was believed to have added hops to beer in 1067?,Abbess Hildegard,"['The context provided does not specify who was believed to have added hops to beer in 1067. It mainly discusses the history of Westminster Abbey, the Sumerian culture, and various historical events and figures. Therefore, based on the information available, I cannot provide an answer to the question regarding who added hops to beer in that specific year.']",0
Lighting,What is used to light walkways at night?,Street Lights,"['Walkways at night are typically illuminated using various lighting systems, including pathway lights, lamps, or decorative lighting fixtures that provide visibility and safety for pedestrians. Additionally, some airports and public spaces may utilize specific types of lighting, such as LED lights, to enhance visibility on walkways.']",3
Thuringia,"Why did the iron, copper and silver mines fail?",because the competition from imported metal was too strong,"['The iron, copper, and silver mines in Myanmar failed primarily as a result of extensive destruction during World War II, where major government buildings, oil wells, and mines were bombed to prevent them from falling into Japanese hands. After the war, the country was left in ruins with its infrastructure completely destroyed. Following independence, attempts at economic recovery were hampered by poor government policies, including nationalization, which led to a significant decline in mineral exports by over 96% compared to pre-war levels. Additionally, the economic situation deteriorated due to inflation caused by financing plans through money printing, leading to widespread resentment and social unrest that further destabilized the industry.']",2
Rhine,How many bodies of water makes up Lake Constance?,"['three', 'three bodies of water']","['Lake Constance consists of three bodies of water: the Obersee (""upper lake""), the Untersee (""lower lake""), and a connecting stretch of the Rhine called the Seerhein (""Lake Rhine"").']",8
