title,question,expected_answer,generated_answer,is_similar
"Tucson,_Arizona",When does El Tour de Tucson happen?,in November on the Saturday before Thanksgiving,['El Tour de Tucson happens in November on the Saturday before Thanksgiving.'],10
List_of_numbered_streets_in_Manhattan,What name did 3rd Street previously hold?,Amity Place,['3rd Street was formerly known as Amity Place.'],3
Houston,What city is the most diverse in Texas?,Houston,['Houston is the most diverse city in Texas.'],3
God,How does Alvin Plantinga describe faith?,"""properly basic""","['Alvin Plantinga describes faith as ""properly basic,"" suggesting that it is a fundamental belief that does not require external evidence or reasoning to be justified.']",8
Prime_number,What is the name of one algebraic generalization prime numbers have inspired?,"['prime elements', 'prime ideals']","['One algebraic generalization that prime numbers have inspired is ""prime ideals.""']",3
Super_Nintendo_Entertainment_System,Where was the Super Game Boy 2 released?,Japan,['The Super Game Boy 2 was released in Japan.'],3
Capacitor,What device can be used to discharge large voltage capacitors?,a Brinkley stick,['A Brinkley stick can be used to discharge large voltage capacitors.'],3
Mexico_City,Where is the house that Leon Trotsky was murdered?,Coyoacán,"['Leon Trotsky was murdered in Mexico. Specifically, he was attacked at his home in Coyoacán, a neighborhood in Mexico City, on August 20, 1940, and died a day later on August 21, 1940.']",7
University_of_Kansas,What is the name of an online resource that was created into provide a resource about KU?,KUpedia,['The name of the online resource created to provide information about KU is KUpedia.'],8
Nintendo_Entertainment_System,What was installed on the front of the console so the joystick could be used?,15-pin expansion port,['A 15-pin expansion port was installed on the front of the console so that an arcade-style joystick could be used optionally.'],8
Saint_Helena,Who gave up calling at the island due to attacks on their shipping?,The Portuguese and Spanish,"['The context does not provide a specific answer to the question about who gave up calling at the island due to attacks on their shipping. Therefore, based on the provided information, we cannot determine who it was that stopped calling at the island.']",0
Dog,How many people in the United States are said to own dog?,77.5 million,"['According to the statistics published by the American Pet Products Manufacturers Association in the National Pet Owner Survey in 2009–2010, it is estimated that there are 77.5 million people with pet dogs in the United States.']",8
Bermuda,Why is there a debate as to dubbing the diamondback terrapin the oldest indigenous land vertebrate?,this species spends most of its time in brackish ponds,"['The debate about dubbing the diamondback terrapin the oldest indigenous land vertebrate of Bermuda arises from recent genetic DNA studies that revealed this species was present in the archipelago before the arrival of humans, contradicting the previous belief that it had been introduced. Additionally, since the diamondback terrapin spends most of its time in brackish ponds rather than truly terrestrial habitats, some question whether it should be classified as a land vertebrate at all. This raises the question of competition with the Bermuda rock skink, which has traditionally held the unique status of being the only indigenous land vertebrate of Bermuda.']",5
Hunter-gatherer,What has been humans' best adaptation in food production?,Hunting and gathering,"[""Humans' best adaptation in food production has been the development of agriculture, which allowed for the domestication of plants and animals, leading to more stable and reliable food sources. This adaptation facilitated the transition from hunter-gatherer societies to settled farming communities, enabling populations to grow and expand, ultimately improving nutrition and food security. Additionally, advancements in agricultural techniques, plant breeding, and the cultivation of a variety of staple foods have significantly enhanced food yields and the overall quality of nutrition available to human populations.""]",2
Arsenal_F.C.,What has the color of the Arsenal  home shirts been?,bright red,['The color of the Arsenal home shirts has primarily been bright red with white sleeves.'],3
Bermuda,"What is the Olympic tradition for Bermuda, regardless of season?",march in the Opening Ceremony in Bermuda shorts,"['The Olympic tradition for Bermuda, regardless of the season, is to march in the Opening Ceremony in Bermuda shorts.']",9
San_Diego,Who did Inzunza and Zucche accept money from?,a strip club owner and his associates,['Inzunza and Zucchet accepted money from a strip club owner and his associates.'],8
Film_speed,What is denoted when the specified contrast condition is met?,"The exposure Hm, in lux-s","['When the specified contrast condition is met, the exposure Hm, in lux-s, is that for point m where the density exceeds the base + fog density by 0.1. This relates to the determination of the ISO arithmetic speed for black-and-white negative film and indicates the speed point on the D–log H curve where specific density and exposure conditions are satisfied.']",6
Supreme_court,What document grants the Philippines Supreme Court the right of judicial review?,1987 Philippine Constitution,['The 1987 Philippine Constitution explicitly grants the Supreme Court the power of judicial review over laws and executive actions.'],5
Westminster_Abbey,What did changing the status of the abbey create?,the Diocese of Westminster,"['Changing the status of Westminster Abbey to that of a cathedral created a direct royal control over its affairs by Henry VIII, as well as the establishment of the Diocese of Westminster. This transition reflected a significant shift in the ecclesiastical and political landscape, allowing for greater influence of the monarchy over the church and creating a more formal religious structure in the area.']",7
Beer,In which century were hops first widely cultivated for making beer?,the thirteenth century,['Hops were first widely cultivated for making beer in the thirteenth century.'],7
United_States_dollar,"How did the word ""taler"" translate into Italian?",tallero,"['The word ""taler"" translated into Italian as ""tallero.""']",8
"Ann_Arbor,_Michigan",Which districts compose mostly of 2-4 story structures?,commercial districts,"[""The city's commercial districts compose mostly of two- to four-story structures.""]",7
Slavs,Who uses the Cyrillic alphabet?,The Orthodox,"['The Cyrillic alphabet is used by Orthodox Christians as well as by speakers of certain Slavic languages, specifically the Serbian and Montenegrin languages, which can use both Cyrillic and Latin scripts. Additionally, a few Greek Roman and Roman Catholics also use the Cyrillic alphabet.']",0
Boston,Lots of older buildings are supported by what?,wooden piles,"['Many older buildings are supported by solid stone blocks or masonry. However, some buildings may also have contemporary steel framing for additional support while maintaining the appearance of traditional construction methods.']",0
Gamal_Abdel_Nasser,"What did the UK, France and Israel intend to do to Nasser?",topple,"['The UK, France, and Israel intended to make a secret agreement to take over the Suez Canal, occupy the Suez Canal zone, and topple Nasser.']",7
Palermo,What types of churches attract tourists to Palermo?,"Romanesque, Gothic and Baroque","['Palermo attracts tourists with its Romanesque, Gothic, and Baroque churches, which are renowned for their architectural beauty and historical significance.']",8
Financial_crisis_of_2007%E2%80%9308,What is an example of a product Wall Street invented to answer the demand for income generating investments?,mortgage-backed security,['An example of a product Wall Street invented to answer the demand for income generating investments is the mortgage-backed security (MBS).'],8
Translation,What title did Georgius Gemistus Pletho carry?,Byzantine scholar,['Georgius Gemistus Pletho was a Byzantine scholar.'],8
"Fresno,_California",How many total acres is Woodward Park?,"['300 acres', '300']",['Woodward Park covers a total of 300 acres (1.2 km²).'],8
Slavs,When were Slavic languages recognized as Indo-European?,As early as 1833,"['Slavic languages have long been recognized as part of the Indo-European language family, but they were formally categorized within this family in the late 18th century and early 19th century as comparative linguistics developed. The recognition became more widespread with the works of linguists such as William Jones in the late 1700s, who noted the similarities between Indo-European languages, and with subsequent studies that further explored the relationships between these languages, including the Slavic branch.']",3
BBC_Television,What character was featured in the cartoon aired the day BBC broadcasting was restored?,Mickey Mouse,['The cartoon aired the day BBC broadcasting was restored was a Mickey Mouse cartoon.'],3
Flowering_plant,What is it the function of the flower to ensure fertilization of?,the ovule,['The function of the flower is to ensure fertilization of the ovule.'],3
Seattle,How often is the Seattle Poetry festival held?,biennial,"['The Seattle Poetry Festival is held biennially, which means it takes place every two years.']",8
USB,"In all cases, both host-to-device and device-to-host configurations are what?",supported,"['In all cases, both host-to-device and device-to-host configurations are examples of connection-oriented operations enabled by the USB On-The-Go (OTG) standard, allowing for dynamic selection of roles for the connected devices.']",2
Steven_Spielberg,When was Jaws released?,1975,"['""Jaws"" was released on June 20, 1975.']",8
Yuan_dynasty,Who would have been the lowest-ranked class?,"['Han Chinese', 'the Han Chinese']","['The lowest-ranked class would have been individuals who held out the longest before surrendering to the Mongols, particularly in the context of the Yuan dynasty. According to the information provided, the ranking of individuals was based on when they surrendered; those who resisted the longest were placed in lower classes. Specifically, the Southern Chinese were ranked lower because they fought to the last before capitulating.']",0
Queen_Victoria,What was the name of Victoria's King Charles Spaniel?,Dash,"[""The name of Victoria's King Charles Spaniel was Dash.""]",8
Canadian_Armed_Forces,What do the Canadian Rangers safekeep?,Canada's exercise of sovereignty over its northern territory,"[""The Canadian Rangers provide surveillance and patrol services in Canada's Arctic and other remote areas, helping to ensure Canada's exercise of sovereignty over its northern territory.""]",8
Pitch_(music),Octaves in linear pitch are what size?,12,"['In linear pitch, octaves have a size of 12.']",8
Wood,"Along with fatty acids, what kind of acids are in the extractives in wood?",resin,"['The extractives in wood include resin acids, in addition to fatty acids.']",3
Dissolution_of_the_Soviet_Union,What position did Konayev hold in Kazakhstan prior to his removal?,First Secretary of the Communist Party,['Konayev held the position of First Secretary of the Communist Party of Kazakhstan prior to his removal.'],8
Chinese_characters,What has standardized character forms?,Chinese characters,"[""Unicode has standardized character forms through The Unicode Standard, which provides a consistent encoding, representation, and handling of text expressed in most of the world's writing systems.""]",2
Northwestern_University,Where did actor Warren Beatty attend school?,Northwestern's School of Communication,['Warren Beatty attended Northwestern University.'],2
Antenna_(radio),What is also increased along with the antenna's height?,lobes,"[""As the antenna's height is increased, the reduced power of the reflected wave allows the antenna to approach its asymptotic feedpoint impedance as given by theory. Additionally, the sensitivity of the antenna's impedance to its proximity to the ground decreases, leading to more stable performance.""]",0
Chicago_Cubs,How long were the Cubs ran under the Wrigley family?,6 decades,"['The Cubs were owned by the Wrigley family from 1921 until 1981, which totals 60 years.']",7
Central_African_Republic,What agreement gave the authority for deployment of military intervention?,The Bangui Agreements,"['The United Nations Security Council Resolution 1973 gave the authority for military intervention in Libya during the Libyan Civil War, imposing a no-fly zone and the protection of civilians from the forces of Muammar Gaddafi.']",0
Ctenophora,How does cooling of the local environment affect the mnemiopsis?,"[""significantly slowed the animal's metabolism"", ""slowed the animal's metabolism""]","['The cooling of the local environment slows the metabolism of Mnemiopsis, which helps to bring their populations under control. Specifically, during the cooling period from 1991 to 1993, the decreased temperatures contributed to a reduction in the Mnemiopsis population, preventing them from breeding and thriving as rapidly as they did in warmer conditions.']",5
1973_oil_crisis,Which country is a traditional ally of Israel?,"['The UK', 'UK']",['The United States is a traditional ally of Israel.'],0
American_Idol,Which contestant had a fiancé that had suffered brain damage?,Chris Medina,['The contestant who had a fiancé that suffered brain damage is Chris Medina.'],8
2008_Sichuan_earthquake,How did the USGS rate the earthquake?,very disastrous,"['The USGS indicated that the earthquake had a ""high risk"" of a major aftershock with a magnitude greater than 7 (M>7) over the next weeks or months after the initial earthquake event. Additionally, preliminary rupture models of the earthquake suggested that it involved significant displacement and surface deformations.']",3
Super_Nintendo_Entertainment_System,How much data do the smallest SNES games use?,2 Mbit,['The smallest SNES games contain only 2 Mbit of ROM data.'],8
Cyprus,Which Turkish Cypriot writer has been nominated for the Nobel Prize in literature twice?,Osman Türkay,['Osman Türkay is the Turkish Cypriot writer who has been nominated for the Nobel Prize in Literature twice.'],5
Professional_wrestling,What move did Tazz make popular?,Tazzmission,"['Tazz popularized the kata ha jime judo choke in pro wrestling, branding it as the ""Tazzmission.""']",8
Beer,Who was believed to have added hops to beer in 1067?,Abbess Hildegard,['Abbess Hildegard of Bingen is believed to have mentioned the addition of hops to beer in 1067.'],3
Lighting,What is used to light walkways at night?,Street Lights,"['Various types of lighting can be used to illuminate walkways at night, including LED lights, track lighting, and low-voltage landscape lighting. Additionally, solar-powered lights, pathway lanterns, and string lights can also effectively light walkways in outdoor settings.']",0
Thuringia,"Why did the iron, copper and silver mines fail?",because the competition from imported metal was too strong,"['The provided contexts do not directly explain the failure of iron, copper, and silver mines. However, we can infer that several potential reasons could contribute to the decline or failure of these mines:\n\n1. **Resource Depletion**: Over time, mines can become depleted of their accessible resources, leading to a decline in production.\n\n2. **Economic Factors**: Fluctuations in market demand, changes in resource prices, or economic crises might have impacted the profitability of mining operations.\n\n3. **Technological Challenges**: As ore quality decreases or demands change, newer and more efficient techniques may be needed that older mines are not equipped to handle.\n\n4. **Environmental Regulations**: Stricter environmental laws and regulations can make mining operations more challenging and costly, potentially leading to closures.\n\n5. **Geopolitical Issues**: Conflicts, changes in governance, or policies affecting mining operations can derail existing mining projects.\n\nIn summary, the failure of iron, copper, and silver mines can stem from a combination of depletion, economic conditions, technological challenges, regulatory changes, and geopolitical factors, but specific contexts mentioning these failures were not provided.']",3
Rhine,How many bodies of water makes up Lake Constance?,"['three', 'three bodies of water']","['Lake Constance consists of three bodies of water: the Obersee (upper lake), the Untersee (lower lake), and a connecting stretch of the Rhine known as the Seerhein (Lake Rhine).']",7
2008_Sichuan_earthquake,What were all these tents and quilts for?,those left homeless,"['The tents and quilts were used for providing temporary shelter and aid during disaster relief efforts, specifically in the context of the 2008 Sichuan earthquake. The Red Cross Society of China flew tents and quilts to Wenchuan County as part of the relief efforts for those left homeless by the earthquake.']",8
Rhine,When was the Rhine crisis?,1840,['The Rhine crisis occurred in 1840.'],7
Dutch_Republic,What was the main subject of controversy that arose within the Reformed Church during the beginning of the Republic?,predestination,"['The main subject of controversy that arose within the Reformed Church during the beginning of the Republic was the issue of predestination, which became known as the struggle between Arminianism and Gomarism, or between Remonstrants and Contra-Remonstrants. This controversy was addressed in 1618 by the Synod of Dort, which led to the banning of the Remonstrant faith.']",7
Transistor,What is a ball grid array composed of?,"solder ""balls"" on the underside in place of leads","['A ball grid array (BGA) is composed of solder ""balls"" on the underside in place of leads. These balls act as the connection points for the integrated circuit to the printed circuit board (PCB).']",9
Queen_Victoria,"During her free time, what did she play with?",dolls,"['During her free time, Queen Victoria played with her dolls and her King Charles spaniel, Dash.']",3
Yuan_dynasty,Who was the Karluk Kara-Khanid ruler ranked above?,"['Korean King', 'the Korean King']","['The context provided does not specifically mention a ""Karluk Kara-Khanid ruler"" or provide information on their ranking. Therefore, the answer cannot be derived from the given text. If you have additional information or context regarding the Karluk Kara-Khanid ruler, please provide it for a more accurate response.']",0
Plymouth,Who set fire to Plymouth in 1403?,Breton raiders,['The town of Plymouth was burned by Breton raiders in 1403.'],7
Police,What problems did Sheptycki say 'organizational pathologies' have caused for police?,make the functioning of security-intelligence processes in transnational policing deeply problematic,"[""James Sheptycki suggested that 'organizational pathologies' have caused significant problems for the functioning of security-intelligence processes in transnational policing. He argued that these pathologies make the operations of police information circuits deeply problematic, leading to a paradoxical situation where the harder policing agencies work to produce security, the greater the feelings of insecurity become among the public. Essentially, despite efforts to enhance security, these issues contribute to increased anxiety and perceptions of insecurity in society.""]",8
2008_Sichuan_earthquake,What famous basketball player made two large donations to the crisis?,Yao Ming,"['The famous basketball player who made two large donations to the crisis is Yao Ming. He donated $214,000 and $71,000 to the Red Cross Society of China.']",8
John_Kerry,Who was Kerry's paternal grandmother?,Ida Lowe,"[""Kerry's paternal grandmother was Ida Lowe.""]",8
Georgian_architecture,What year did Georgian architecture begin to be abandoned?,1840,"['Georgian architecture began to be abandoned around the start of the 19th century, specifically its prominence started to decline after 1830, when the styles evolved into what is known as the Regency and later Neoclassical architectures. The Georgian period is generally considered to have spanned from 1714 to 1830.']",3
Buckingham_Palace,Which rooms are used for less formal entertaining such as luncheons or private audiences?,the semi-state apartments,['The semi-state apartments are used for less formal entertaining such as luncheon parties and private audiences.'],7
Saint_Helena,What was there a long pattern of from the island starting during the post Napoleonic period?,emigration,"['The long pattern from the island starting during the post-Napoleonic period was the occupation by the United Kingdom of Tristan da Cunha, which was annexed in 1816. This occupation was primarily to prevent the French from using the islands as a base for a rescue operation to free Napoleon Bonaparte from his prison on Saint Helena.']",0
Cyprus,"What is the rating for Cyprus in the ""Freedom in the World 2011"" report?",free,"['In the ""Freedom in the World 2011"" report, Freedom House rated Cyprus as ""free"".']",7
Digestion,What is one molecule of fat?,a triglyceride,"['One molecule of fat, also known as a triglyceride, typically consists of several fatty acids bonded to a glycerol backbone. It is composed of long chains of carbon and hydrogen atoms.']",7
Switzerland,What sources of energy does Switzerland heavily rely on?,renewable,"['Switzerland heavily relies on hydroelectric power and also utilizes nuclear energy, although it plans to phase out nuclear energy over the next 2 to 3 decades. The country is also supporting initiatives to reduce energy consumption and promote renewable energy sources as part of its energy policies.']",4
"St._John%27s,_Newfoundland_and_Labrador",What is the foggiest Canadian city?,St. John's,"[""The foggiest Canadian city is St. John's, Newfoundland and Labrador, which experiences fog for 124 days a year.""]",7
Arsenal_F.C.,What early team copied the Arsenal's red current color in 1909?,Sparta Prague,['Sparta Prague adopted a dark red kit similar to the one Arsenal wore at the time in 1909.'],3
Affirmative_action_in_the_United_States,What was the purpose of Title VII of the Civil Rights Act?,to end discrimination in all firms with 25 or more employees,"['The purpose of Title VII of the Civil Rights Act was to prohibit discrimination based on race, color, religion, sex, or national origin in employment. It aimed to ensure that hiring, firing, and promotions were determined by ability and qualifications rather than racial or religious factors. Title VII established the Equal Employment Opportunity Commission (EEOC) as the agency responsible for enforcing compliance and ending discrimination in the workplace, particularly in firms with 25 or more employees. Additionally, it aimed to integrate public facilities and private businesses that serve the public.']",7
Han_dynasty,How many dragons were represented in Zhang Heng's invention of the seismometer?,eight,"[""Eight dragons were represented in Zhang Heng's invention of the seismometer.""]",3
Roman_Republic,Why did Julius Caesar wish to invade Gaul?,would give him the dramatic military success he sought,"['Julius Caesar sought to invade Gaul to achieve dramatic military success, as he was not content with an idle governorship during his term as proconsular Governor of Cisalpine Gaul, Transalpine Gaul, and Illyria. When two local tribes began to migrate near the Roman province of Transalpine Gaul, Caesar found the barely sufficient excuse he needed to initiate the Gallic Wars, which he fought between 58 BC and 49 BC.']",8
Armenians,What is Hakobyan's career?,Art historian,['Ruben Hakobyan (Ruben Sasuntsi) is a well-recognized Armenian ethnographic and patriotic folk singer dedicated to Armenian folk music. He has achieved widespread national recognition due to his exceptional talent and devotion to this genre.'],0
Gramophone_record,What are two examples of high quality microphones?,moving coil microphone was introduced around 1930 and the velocity or ribbon microphone,['Two examples of high-quality microphones are the dynamic or moving coil microphone and the velocity or ribbon microphone.'],7
Digimon,What year was Digimon: The movie released in the US/Canada?,"October 6, 2000",['Digimon: The Movie was released in the US/Canada in 2000.'],3
